NMI,METER SERIAL NUMBER,CON/GEN,DATE,ESTIMATED?,00:00 - 00:30,00:30 - 01:00,01:00 - 01:30,01:30 - 02:00,02:00 - 02:30,02:30 - 03:00,03:00 - 03:30,03:30 - 04:00,04:00 - 04:30,04:30 - 05:00,05:00 - 05:30,05:30 - 06:00,06:00 - 06:30,06:30 - 07:00,07:00 - 07:30,07:30 - 08:00,08:00 - 08:30,08:30 - 09:00,09:00 - 09:30,09:30 - 10:00,10:00 - 10:30,10:30 - 11:00,11:00 - 11:30,11:30 - 12:00,12:00 - 12:30,12:30 - 13:00,13:00 - 13:30,13:30 - 14:00,14:00 - 14:30,14:30 - 15:00,15:00 - 15:30,15:30 - 16:00,16:00 - 16:30,16:30 - 17:00,17:00 - 17:30,17:30 - 18:00,18:00 - 18:30,18:30 - 19:00,19:00 - 19:30,19:30 - 20:00,20:00 - 20:30,20:30 - 21:00,21:00 - 21:30,21:30 - 22:00,22:00 - 22:30,22:30 - 23:00,23:00 - 23:30,23:30 - 00:00
6001260509,7625,Consumption,8/6/20,No,0.212,0.631,0.463,0.838,0.113,0.088,0.106,0.113,0.081,0.081,0.094,0.075,0.069,0.094,0.075,0.069,0.075,0.088,0.075,0.175,0.406,0.069,0.081,0.131,0.3,0.338,0.119,0.075,0.15,0.1,0.075,0.1,0.469,0.544,0.281,0.15,0.35,0.212,0.881,0.563,0.231,0.163,0.225,0.156,0.35,0.219,0.156,0.663
6001260509,7625,Consumption,9/6/20,No,0.406,0.838,0.075,0.106,0.144,0.075,0.063,0.088,0.063,0.063,0.063,0.081,0.063,0.056,0.1,0.237,0.081,0.856,0.325,0.163,0.069,0.119,0.075,0.081,0.206,0.256,0.244,0.106,0.094,0.375,0.138,0.081,0.063,0.063,0.081,0.069,0.469,0.163,0.163,0.2,0.169,0.206,0.156,0.131,0.294,0.394,0.325,0.188
6001260509,7625,Consumption,10/6/20,No,0.2,0.531,0.375,0.85,0.081,0.075,0.088,0.069,0.063,0.088,0.063,0.069,0.069,0.088,0.063,0.25,0.081,0.988,0.256,0.1,0.113,0.069,0.081,0.156,0.075,0.075,0.362,0.188,0.663,0.138,0.138,0.688,0.819,0.7,0.575,0.163,0.138,0.169,0.394,0.263,0.419,0.181,0.606,0.244,0.306,0.231,0.212,0.219
6001260509,7625,Consumption,11/6/20,No,1,0.281,0.725,0.113,0.069,0.081,0.075,0.063,0.088,0.075,0.063,0.069,0.081,0.069,0.063,0.269,0.1,0.3,0.256,0.163,0.106,0.069,0.063,0.106,0.188,0.1,0.2,0.081,0.1,0.088,0.138,0.125,0.081,0.1,0.731,0.906,0.219,0.406,0.212,0.65,0.188,0.356,0.306,0.25,0.438,0.219,0.219,0.375
6001260509,7625,Consumption,12/6/20,No,0.744,0.938,0.094,0.088,0.094,0.075,0.075,0.094,0.075,0.075,0.075,0.088,0.119,0.088,0.088,0.2,0.144,0.225,0.281,0.156,0.1,0.081,0.088,0.094,0.275,0.088,0.088,0.063,0.056,0.088,0.463,0.181,0.113,0.106,0.181,0.406,0.369,0.4,0.294,0.294,0.269,0.313,0.356,0.344,0.394,0.306,0.319,0.875
6001260509,7625,Consumption,13/6/20,No,1.006,0.444,0.225,0.194,0.219,0.2,0.212,0.25,0.206,0.194,0.219,0.194,0.206,0.206,0.194,0.212,0.194,0.194,0.225,0.475,0.338,0.212,0.275,0.231,0.2,0.2,0.188,0.212,0.188,0.206,0.2,0.194,0.206,0.2,0.325,1.231,0.956,0.494,0.356,0.212,0.231,0.219,0.231,0.212,0.225,0.219,0.219,0.231
6001260509,7625,Consumption,14/6/20,No,0.881,0.394,0.925,0.219,0.2,0.206,0.2,0.194,0.212,0.2,0.206,0.194,0.2,0.206,0.188,0.2,0.2,0.431,0.219,0.444,0.263,0.225,0.188,0.563,0.3,0.463,0.369,0.231,0.45,0.225,0.306,0.287,0.331,0.769,0.975,0.256,0.431,0.338,0.287,0.319,0.381,0.481,0.906,0.313,0.256,0.412,0.287,0.806
6001260509,7625,Consumption,15/6/20,No,0.431,0.919,0.219,0.194,0.206,0.2,0.194,0.212,0.194,0.212,0.194,0.2,0.2,0.194,0.237,0.356,0.25,0.675,0.35,0.163,0.144,0.106,0.1,0.088,0.094,0.081,0.094,0.106,0.119,0.088,0.188,0.081,0.106,0.081,0.3,0.131,0.331,0.181,0.319,0.138,0.388,0.281,0.194,0.487,0.212,0.35,0.206,0.2
6001260509,7625,Consumption,16/6/20,No,0.531,0.444,0.806,0.106,0.075,0.094,0.081,0.088,0.106,0.113,0.094,0.075,0.088,0.075,0.119,0.212,0.088,0.206,0.119,0.194,0.1,0.1,0.081,0.088,0.063,0.225,0.106,0.175,0.094,0.094,0.081,0.113,0.088,0.294,0.15,0.294,0.188,0.194,0.181,0.163,0.181,0.194,0.194,0.219,0.331,0.194,0.206,0.25
6001260509,7625,Consumption,17/6/20,No,0.813,0.438,0.569,0.088,0.088,0.081,0.081,0.088,0.069,0.094,0.075,0.088,0.075,0.075,0.094,0.325,0.113,0.775,0.119,0.1,0.094,0.188,0.375,0.575,0.719,0.212,0.081,0.088,0.094,0.088,0.088,0.206,0.1,0.081,0.144,0.113,0.294,0.306,0.331,0.144,0.325,0.237,0.181,0.206,0.281,0.212,0.231,0.556
6001260509,7625,Consumption,18/6/20,No,0.525,0.869,0.088,0.081,0.063,0.063,0.081,0.063,0.069,0.081,0.063,0.063,0.075,0.069,0.419,0.2,0.094,0.175,0.069,0.075,0.106,0.069,0.175,0.113,0.094,0.138,0.081,0.075,0.094,0.15,0.119,0.075,0.088,0.081,0.113,0.344,0.15,0.212,0.131,0.163,0.163,0.188,0.219,0.419,0.156,0.394,0.275,0.463
6001260509,7625,Consumption,19/6/20,No,0.106,0.088,0.081,0.094,0.125,0.1,0.088,0.088,0.088,0.081,0.094,0.075,0.081,0.081,0.075,0.281,0.088,0.237,0.569,0.375,0.113,0.1,0.1,0.075,0.15,0.094,0.231,0.713,0.144,0.831,0.225,0.113,0.075,0.056,0.056,0.069,0.05,0.063,0.05,0.069,0.044,0.069,0.044,0.069,0.05,0.063,0.063,0.088
6001260509,7625,Consumption,20/6/20,No,0.081,0.05,0.069,0.05,0.069,0.044,0.069,0.044,0.113,0.056,0.056,0.063,0.05,0.063,0.05,0.063,0.05,0.063,0.05,0.063,0.05,0.056,0.056,0.05,0.069,0.044,0.069,0.05,0.069,0.088,0.125,0.069,0.069,0.044,0.063,0.05,0.056,0.044,0.056,0.094,0.081,0.063,0.05,0.063,0.05,0.069,0.05,0.05
6001260509,7625,Consumption,21/6/20,No,0.063,0.05,0.069,0.044,0.05,0.069,0.044,0.063,0.056,0.044,0.069,0.05,0.044,0.069,0.044,0.05,0.063,0.05,0.044,0.069,0.044,0.044,0.069,0.044,0.05,0.063,0.05,0.056,0.056,0.05,0.069,0.163,0.244,0.106,0.175,0.2,0.263,0.381,0.394,0.206,0.138,0.106,0.1,0.194,0.281,0.788,0.769,0.144
6001260509,7625,Consumption,22/6/20,No,0.075,0.056,0.081,0.056,0.056,0.075,0.056,0.056,0.075,0.056,0.05,0.075,0.05,0.056,0.269,0.069,0.081,0.869,0.212,0.156,0.113,0.075,0.094,0.181,0.163,0.163,0.281,0.138,0.144,0.069,0.169,0.088,0.106,0.1,0.225,0.163,0.394,0.431,0.2,0.163,0.2,0.163,0.625,1.031,0.469,0.212,0.819,0.35
6001260509,7625,Consumption,23/6/20,No,0.963,0.281,0.131,0.131,0.1,0.075,0.094,0.075,0.081,0.088,0.075,0.088,0.075,0.069,0.287,0.081,0.094,0.369,0.244,0.169,0.088,0.063,0.094,0.813,0.175,0.131,0.081,0.088,0.156,0.119,0.094,0.106,0.15,0.1,0.144,0.281,0.394,0.3,0.175,0.694,0.375,0.469,0.281,0.313,0.356,0.388,0.331,0.719
6001260509,7625,Consumption,24/6/20,No,0.588,0.944,0.225,0.244,0.231,0.194,0.212,0.194,0.2,0.206,0.194,0.206,0.188,0.194,0.206,0.375,0.219,0.888,0.313,0.275,0.25,0.244,0.2,0.212,0.35,0.25,0.25,0.2,0.212,0.2,0.219,0.281,0.212,0.194,0.237,0.275,0.294,0.287,0.5,0.319,0.356,0.344,0.362,0.631,0.362,0.4,0.325,0.5
6001260509,7625,Consumption,25/6/20,No,0.988,0.569,0.631,0.231,0.194,0.219,0.206,0.206,0.206,0.2,0.212,0.194,0.212,0.194,0.206,0.356,0.188,0.388,0.306,0.231,0.212,0.206,0.219,0.306,0.244,0.2,0.219,0.306,0.244,0.225,0.25,0.287,0.306,0.225,0.219,0.388,0.281,0.369,0.438,0.294,0.794,0.65,0.3,0.3,0.356,0.4,0.431,0.475
6001260509,7625,Consumption,26/6/20,No,0.838,0.531,0.681,0.2,0.219,0.194,0.194,0.212,0.194,0.194,0.206,0.188,0.194,0.206,0.194,0.381,0.212,0.819,0.119,0.081,0.119,0.15,0.106,0.063,0.088,0.319,0.244,0.125,0.088,0.1,0.081,0.069,0.163,0.081,0.106,0.525,0.581,0.169,0.175,0.313,0.144,0.125,0.513,0.431,0.231,0.306,0.194,0.206
6001260509,7625,Consumption,27/6/20,No,0.188,0.85,0.388,0.775,0.094,0.088,0.1,0.106,0.094,0.075,0.094,0.069,0.069,0.088,0.069,0.081,0.075,0.069,0.088,0.281,0.081,0.088,0.075,0.075,0.763,0.869,0.181,0.194,0.375,0.212,0.3,0.212,0.456,0.412,0.931,0.956,1.381,1.05,0.431,0.381,0.269,0.269,0.275,0.231,0.275,0.381,0.313,0.256
6001260509,7625,Consumption,28/6/20,No,0.237,0.237,0.331,0.1,0.069,0.075,0.088,0.069,0.063,0.069,0.081,0.063,0.063,0.063,0.063,0.081,0.063,0.063,0.194,0.094,0.081,0.113,0.3,0.075,1.006,1.056,0.481,0.169,0.194,0.225,0.331,0.287,0.419,0.888,0.863,0.55,0.362,0.475,0.431,0.9,1.256,0.963,0.813,0.487,0.425,0.588,0.325,0.313
6001260509,7625,Consumption,29/6/20,No,0.412,0.075,0.069,0.081,0.069,0.056,0.063,0.063,0.125,0.069,0.063,0.056,0.063,0.075,0.063,0.287,0.069,0.844,0.219,0.081,0.163,0.2,0.188,0.275,0.2,0.362,0.419,0.219,0.194,0.188,0.225,0.281,0.188,0.212,0.212,0.356,0.313,0.631,0.3,0.313,0.888,0.181,0.244,0.231,0.244,0.319,0.206,0.375
6001260509,7625,Consumption,30/6/20,No,0.681,0.875,0.075,0.075,0.069,0.081,0.069,0.063,0.075,0.081,0.063,0.063,0.081,0.069,0.063,0.294,0.094,0.231,0.294,0.188,0.15,0.088,0.088,0.175,0.063,0.088,0.125,0.1,0.113,0.081,0.075,0.056,0.319,0.144,0.294,0.538,0.163,0.25,0.175,0.113,0.15,0.181,0.563,0.244,0.194,0.225,0.188,0.319
6001260509,7625,Consumption,1/7/20,No,0.7,0.406,0.556,0.075,0.075,0.088,0.119,0.106,0.069,0.088,0.069,0.069,0.081,0.075,0.081,0.25,0.075,0.294,0.188,0.144,0.081,0.119,0.094,0.075,0.212,0.225,0.138,0.069,0.056,0.063,0.05,0.075,0.1,0.25,0.113,0.156,0.219,0.094,0.113,0.119,0.106,0.088,0.106,0.094,0.3,0.119,0.281,0.069
6001260509,7625,Consumption,2/7/20,No,0.075,0.075,0.069,0.088,0.106,0.094,0.088,0.069,0.088,0.069,0.081,0.075,0.069,0.081,0.063,0.275,0.069,0.275,0.088,0.206,0.088,0.063,0.081,0.094,0.144,0.094,0.069,0.088,0.131,0.131,0.081,0.156,0.081,0.163,0.1,0.088,0.181,0.188,0.175,0.325,0.225,0.412,0.25,0.256,0.225,0.219,0.175,0.75
6001260509,7625,Consumption,3/7/20,No,0.263,0.863,0.081,0.069,0.131,0.119,0.1,0.069,0.075,0.075,0.069,0.081,0.169,0.081,0.069,0.275,0.075,0.15,0.244,0.138,0.081,0.1,0.075,0.069,0.319,0.212,0.063,0.094,0.069,0.088,0.2,0.231,0.1,0.306,0.231,0.131,0.188,0.331,0.25,0.212,0.194,0.506,0.188,0.225,0.25,0.181,0.188,0.844
6001260509,7625,Consumption,4/7/20,No,0.45,0.763,0.081,0.081,0.069,0.069,0.063,0.088,0.063,0.069,0.069,0.088,0.063,0.063,0.063,0.088,0.244,0.244,0.2,0.188,0.075,0.362,0.125,0.063,0.063,0.113,0.169,0.081,0.063,0.081,0.088,0.125,0.094,0.188,0.781,0.188,0.106,0.1,0.088,0.113,0.088,0.081,0.113,0.088,0.088,0.106,0.088,0.356
6001260509,7625,Consumption,5/7/20,No,0.237,0.169,0.081,0.075,0.069,0.081,0.075,0.069,0.075,0.081,0.069,0.075,0.075,0.063,0.069,0.081,0.063,0.063,0.081,0.063,0.1,0.256,0.063,0.256,0.263,0.237,0.625,0.2,0.2,0.219,0.15,0.169,0.163,0.175,0.388,0.175,0.138,0.169,0.2,0.25,0.188,0.225,0.219,0.156,0.275,0.2,0.188,0.2
6001260509,7625,Consumption,6/7/20,No,0.519,0.519,0.75,0.194,0.075,0.081,0.069,0.063,0.088,0.063,0.063,0.088,0.063,0.069,0.081,0.263,0.075,0.781,0.156,0.225,0.081,0.106,0.063,0.088,0.375,0.2,0.088,0.069,0.206,0.075,0.138,0.081,0.325,0.412,0.1,0.113,0.125,0.406,0.381,0.212,0.231,0.25,0.225,0.194,0.188,0.494,0.556,1.037
6001260509,7625,Consumption,7/7/20,No,0.131,0.094,0.069,0.088,0.069,0.069,0.081,0.069,0.081,0.081,0.063,0.081,0.063,0.069,0.081,0.063,0.063,0.081,0.444,0.169,0.081,0.1,0.169,0.069,0.2,0.144,0.188,0.331,0.194,0.075,0.244,0.188,0.106,0.119,0.144,0.313,0.269,0.138,0.138,0.237,0.306,0.163,0.163,0.138,0.144,0.294,0.2,0.212
6001260509,7625,Consumption,8/7/20,No,0.188,0.844,0.481,0.487,0.1,0.075,0.094,0.075,0.075,0.088,0.113,0.075,0.094,0.069,0.069,0.088,0.313,0.938,0.244,0.094,0.088,0.069,0.381,0.663,0.138,0.25,0.163,0.081,0.088,0.231,0.188,0.119,0.094,0.094,0.1,0.175,0.356,0.306,0.194,0.225,0.425,0.3,0.544,0.406,0.831,0.231,0.225,0.237
6001260509,7625,Consumption,9/7/20,No,0.713,0.406,0.85,0.075,0.081,0.106,0.088,0.075,0.063,0.081,0.063,0.063,0.069,0.069,0.256,0.088,0.088,0.269,0.181,0.15,0.163,0.081,0.081,0.1,0.1,0.244,0.594,0.744,0.206,0.244,0.181,0.088,0.094,0.094,0.106,0.344,0.263,0.263,0.175,0.263,0.194,0.513,0.113,0.175,0.194,0.2,0.2,0.181
6001260509,7625,Consumption,10/7/20,No,0.344,0.094,0.069,0.063,0.081,0.063,0.056,0.081,0.069,0.063,0.063,0.081,0.063,0.063,0.25,0.081,0.081,0.769,0.281,0.163,0.125,0.106,0.088,0.256,0.913,0.125,0.113,0.106,0.144,0.4,0.756,0.694,0.469,0.287,0.244,0.369,0.531,0.263,0.475,0.275,0.287,0.788,0.419,0.319,0.331,0.356,0.306,0.381
6001260509,7625,Consumption,11/7/20,No,1.031,0.344,1.169,0.206,0.194,0.206,0.194,0.181,0.206,0.188,0.188,0.2,0.188,0.188,0.188,0.2,0.188,0.2,0.231,0.194,0.212,0.375,0.225,0.281,0.263,0.513,0.225,0.25,0.444,0.275,0.4,0.419,0.375,0.294,0.463,0.275,0.613,0.656,0.412,0.331,0.469,0.3,0.3,0.325,0.263,0.256,0.45,0.356
6001260509,7625,Consumption,12/7/20,No,0.975,0.456,1.031,0.225,0.212,0.2,0.2,0.212,0.188,0.2,0.206,0.188,0.194,0.2,0.188,0.188,0.2,0.188,0.181,0.256,1.138,0.7,0.419,0.45,0.219,0.212,0.287,0.981,0.719,0.3,0.287,0.206,0.194,0.35,0.369,0.331,0.425,0.294,0.362,0.269,0.206,0.319,0.388,0.131,0.244,0.344,0.669,0.913
6001260509,7625,Consumption,13/7/20,No,0.231,0.081,0.069,0.081,0.081,0.063,0.069,0.088,0.069,0.063,0.081,0.119,0.069,0.063,0.088,0.263,0.075,0.675,0.431,0.531,0.156,0.15,0.113,0.1,0.088,0.25,0.069,0.1,0.063,0.081,0.181,0.069,0.081,0.2,0.119,0.131,0.838,0.713,0.469,0.294,0.181,0.456,0.163,0.131,0.225,0.356,0.313,0.306
6001260509,7625,Consumption,14/7/20,No,0.463,0.819,0.325,0.838,0.219,0.181,0.181,0.206,0.181,0.181,0.181,0.206,0.181,0.188,0.194,0.319,0.35,0.388,0.3,0.188,0.231,0.212,0.25,0.188,0.244,0.5,0.194,0.194,0.212,0.194,0.188,0.212,0.275,0.188,0.206,0.263,0.419,0.487,0.313,0.319,0.444,0.25,0.863,0.225,0.306,0.356,0.3,0.412
6001260509,7625,Consumption,15/7/20,No,0.419,0.231,0.194,0.194,0.212,0.188,0.188,0.188,0.206,0.181,0.188,0.194,0.2,0.181,0.181,0.369,0.856,1.019,1.113,0.362,0.231,0.194,0.212,0.181,0.381,0.65,0.25,0.275,0.181,0.263,0.931,0.663,0.081,0.188,0.069,0.15,0.313,0.569,0.25,0.231,0.175,0.169,0.775,0.15,0.169,0.338,0.206,0.231
6001260509,7625,Consumption,16/7/20,No,0.738,0.963,0.25,0.075,0.075,0.075,0.088,0.063,0.069,0.069,0.088,0.069,0.063,0.063,0.088,0.088,0.325,0.294,0.2,0.131,0.063,0.081,0.069,0.069,0.381,0.175,0.063,0.069,0.094,0.056,0.194,0.188,0.075,0.088,0.075,0.138,0.388,0.256,0.362,0.237,0.788,0.444,0.225,0.263,0.406,0.219,0.181,0.181
6001260509,7625,Consumption,17/7/20,No,0.125,0.494,0.563,0.706,0.219,0.119,0.094,0.075,0.069,0.063,0.094,0.063,0.063,0.069,0.063,0.088,0.244,0.106,0.219,0.275,0.106,0.144,0.063,0.131,0.212,0.194,0.081,0.088,0.069,0.081,0.081,0.094,0.138,0.069,0.1,0.344,0.425,0.163,0.269,0.169,0.237,0.287,0.144,0.144,0.237,0.25,0.175,0.706
6001260509,7625,Consumption,18/7/20,No,0.362,1.088,0.119,0.094,0.075,0.069,0.069,0.063,0.088,0.069,0.063,0.063,0.069,0.088,0.063,0.069,0.069,0.156,0.1,0.425,0.244,0.069,0.088,0.144,0.063,0.169,0.287,0.106,0.831,0.169,0.119,0.081,0.281,0.125,0.163,0.256,0.281,0.3,0.538,0.263,0.25,0.3,0.563,0.525,0.269,0.362,0.388,0.325
6001260509,7625,Consumption,19/7/20,No,0.356,0.975,0.513,1.056,0.2,0.25,0.237,0.212,0.2,0.219,0.2,0.194,0.212,0.206,0.194,0.188,0.212,0.188,0.188,0.275,0.581,0.237,0.225,0.206,0.356,0.425,0.313,0.219,0.344,0.287,0.294,0.294,0.319,0.244,0.25,0.275,0.375,0.25,0.425,0.319,0.406,0.306,0.313,0.287,0.375,0.244,0.325,0.469
6001260509,7625,Consumption,20/7/20,No,0.481,0.894,0.506,0.694,0.2,0.206,0.188,0.181,0.188,0.212,0.181,0.212,0.219,0.212,0.2,0.431,0.212,0.931,0.306,0.269,0.231,0.2,0.275,0.2,0.206,0.444,0.194,0.219,0.188,0.212,0.212,0.206,0.225,0.219,0.206,0.525,0.513,0.4,0.425,0.425,0.381,0.375,0.388,0.788,0.294,0.231,0.294,0.313
6001260509,7625,Consumption,21/7/20,No,0.319,0.425,0.819,0.856,0.269,0.194,0.212,0.188,0.181,0.181,0.206,0.181,0.181,0.181,0.206,0.35,0.194,0.3,0.375,0.362,0.188,0.188,0.306,0.331,0.231,0.256,0.231,0.206,0.306,0.269,0.194,0.125,0.175,0.106,0.106,0.331,0.356,0.256,0.338,0.306,0.175,0.838,0.494,0.156,0.169,0.4,0.188,0.194
6001260509,7625,Consumption,22/7/20,No,0.294,0.831,0.2,0.744,0.094,0.075,0.063,0.069,0.088,0.094,0.081,0.069,0.088,0.063,0.063,0.325,0.088,0.9,0.119,0.169,0.088,0.1,0.863,0.156,0.15,0.287,0.2,0.3,0.394,0.244,0.3,0.225,0.219,0.2,0.237,0.338,0.313,0.388,0.431,0.375,0.281,0.406,0.519,0.788,0.388,0.519,0.294,0.287
6001260509,7625,Consumption,23/7/20,No,0.481,0.85,0.669,0.494,0.219,0.188,0.188,0.194,0.2,0.194,0.194,0.206,0.194,0.181,0.188,0.206,0.369,0.581,0.45,0.981,0.55,0.194,0.237,0.194,0.237,0.231,0.237,0.188,0.306,0.338,0.438,0.212,0.231,0.237,0.256,0.131,0.362,1.075,0.356,0.212,0.813,0.656,0.275,0.394,0.388,0.475,0.525,0.319
6001260509,7625,Consumption,24/7/20,No,0.319,0.306,0.769,0.563,0.531,0.619,0.2,0.206,0.2,0.194,0.212,0.275,0.206,0.181,0.188,0.375,0.212,0.9,0.388,0.225,0.206,0.263,0.194,0.181,0.356,0.3,0.188,0.212,0.244,0.188,0.181,0.35,0.212,0.181,0.212,0.319,0.469,0.45,0.269,0.269,0.294,0.35,0.35,0.306,0.325,0.338,0.4,0.338
6001260509,7625,Consumption,25/7/20,No,0.3,0.412,0.863,0.269,0.919,0.237,0.212,0.212,0.188,0.206,0.181,0.188,0.188,0.194,0.181,0.181,0.412,0.188,0.175,0.438,0.369,0.2,0.194,0.194,0.381,0.913,0.506,0.281,0.55,0.513,0.206,0.188,0.225,0.463,0.625,0.306,0.175,0.819,0.75,0.381,0.331,0.256,0.188,0.206,0.306,0.394,0.275,0.212
6001260509,7625,Consumption,26/7/20,No,0.212,0.375,0.775,0.388,0.638,0.106,0.106,0.094,0.094,0.1,0.094,0.088,0.1,0.088,0.094,0.094,0.081,0.094,0.088,0.269,0.487,0.131,0.094,0.113,0.838,0.744,0.287,0.244,0.138,0.2,0.237,0.175,0.169,0.144,0.113,0.313,0.194,0.194,0.175,0.269,0.35,0.237,0.188,0.15,0.244,0.188,0.175,0.706
6001260509,7625,Consumption,27/7/20,No,0.381,0.869,0.075,0.075,0.088,0.069,0.081,0.1,0.088,0.088,0.069,0.081,0.063,0.069,0.081,0.263,0.138,0.863,0.219,0.15,0.081,0.144,0.106,0.169,0.306,0.138,0.106,0.263,0.1,0.156,0.144,0.094,0.075,0.081,0.094,0.356,0.35,0.394,0.25,0.35,0.225,0.731,0.188,0.125,0.131,0.275,0.188,0.206
6001260509,7625,Consumption,28/7/20,No,0.15,0.825,0.325,0.613,0.088,0.069,0.088,0.069,0.081,0.069,0.069,0.081,0.063,0.088,0.063,0.094,0.25,0.781,0.275,0.131,0.094,0.081,0.088,0.094,0.069,0.163,0.094,0.144,0.069,0.094,0.069,0.131,0.275,0.356,0.131,0.175,0.3,0.313,0.256,0.169,0.481,0.394,0.194,0.144,0.275,0.237,0.188,0.188
6001260509,7625,Consumption,29/7/20,No,0.175,0.913,0.131,0.831,0.1,0.075,0.075,0.088,0.063,0.088,0.069,0.063,0.088,0.069,0.075,0.275,0.075,0.35,0.15,0.144,0.088,0.063,0.138,0.069,0.081,0.206,0.163,0.075,0.081,0.788,0.269,0.206,0.094,0.106,0.1,0.144,0.15,0.388,0.194,0.231,0.35,0.144,0.15,0.113,0.231,0.2,0.212,0.175
6001260509,7625,Consumption,30/7/20,No,0.806,0.244,0.844,0.088,0.069,0.088,0.063,0.075,0.075,0.069,0.081,0.063,0.063,0.081,0.075,0.25,0.088,0.863,0.3,0.144,0.081,0.725,0.138,0.125,0.088,0.212,0.081,0.119,0.063,0.088,0.069,0.106,0.081,0.256,0.119,0.094,1.244,0.538,0.281,0.362,0.369,1.019,0.362,0.281,0.325,0.35,0.319,0.375
6001260509,7625,Consumption,31/7/20,No,0.825,0.538,0.969,0.206,0.206,0.194,0.188,0.194,0.206,0.194,0.188,0.2,0.212,0.181,0.181,0.369,0.631,0.688,0.275,0.219,0.2,0.188,0.256,0.381,0.181,0.244,0.219,0.306,0.2,0.194,0.194,0.212,0.188,0.194,0.188,0.25,0.275,0.425,0.362,0.25,0.263,0.281,0.713,0.694,0.581,0.487,0.281,0.325
6001260509,7625,Consumption,1/8/20,No,0.338,0.575,0.856,0.431,0.806,0.212,0.206,0.188,0.181,0.2,0.181,0.188,0.2,0.188,0.181,0.194,0.181,0.181,0.2,0.369,0.494,0.237,0.2,0.219,0.188,0.206,0.425,0.813,0.706,0.356,0.313,0.287,0.4,0.281,0.225,0.338,0.281,0.281,0.3,0.563,0.325,0.287,0.338,0.456,0.65,0.331,0.344,0.319
6001260509,7625,Consumption,2/8/20,No,0.306,0.412,0.856,0.419,0.763,0.244,0.225,0.188,0.206,0.181,0.194,0.188,0.181,0.2,0.2,0.206,0.206,0.175,0.394,0.237,0.263,0.206,0.181,0.375,0.306,0.281,0.237,0.219,0.369,0.375,0.319,0.219,0.206,0.181,0.338,0.219,0.219,0.212,0.388,0.231,0.269,0.3,0.25,0.219,0.969,0.669,0.306,0.319
6001260509,7625,Consumption,3/8/20,No,0.456,0.85,0.681,0.475,0.206,0.188,0.206,0.212,0.219,0.212,0.188,0.2,0.181,0.2,0.181,0.369,0.194,0.9,0.319,0.25,0.237,0.281,0.219,0.212,0.244,0.287,0.181,0.212,0.2,0.212,0.231,0.394,0.194,0.188,0.194,0.225,0.969,0.388,0.269,0.4,0.25,0.3,0.294,0.688,0.444,0.306,0.325,0.313
6001260509,7625,Consumption,4/8/20,No,0.237,0.631,0.675,0.888,0.2,0.212,0.188,0.194,0.206,0.188,0.181,0.2,0.237,0.2,0.2,0.356,0.212,0.944,0.381,0.212,0.269,0.194,0.256,0.375,0.356,0.25,0.2,0.2,0.194,0.175,0.194,0.188,0.269,0.212,0.231,1.344,0.619,0.4,0.294,0.319,0.381,0.394,0.444,0.713,0.425,0.513,0.188,0.169
6001260509,7625,Consumption,5/8/20,No,0.319,0.638,0.563,0.35,0.081,0.081,0.069,0.069,0.069,0.075,0.081,0.069,0.063,0.069,0.081,0.256,0.094,0.356,0.194,0.144,0.063,0.088,0.156,0.075,0.063,0.356,0.075,0.056,0.063,0.113,0.094,0.094,0.269,0.088,0.188,0.319,0.65,0.325,0.725,0.269,0.25,0.231,1.025,0.5,0.306,0.194,0.212,0.188
6001260509,7625,Consumption,6/8/20,No,0.2,0.369,0.781,0.206,0.856,0.1,0.081,0.075,0.075,0.088,0.069,0.069,0.075,0.075,0.075,0.256,0.075,0.25,0.306,0.212,0.094,0.1,0.138,0.138,0.175,0.206,0.056,0.15,0.088,0.069,0.125,0.15,0.075,0.106,0.094,0.144,0.319,0.669,0.781,0.544,0.2,0.5,1.287,1.444,0.706,0.487,0.231,0.4
6001260509,7625,Consumption,7/8/20,No,0.769,0.356,0.594,0.081,0.075,0.075,0.088,0.075,0.069,0.069,0.069,0.088,0.069,0.069,0.063,0.069,0.287,0.8,0.4,0.194,0.15,0.131,0.225,0.15,0.113,0.181,0.144,0.175,0.131,0.113,0.913,0.131,0.106,0.206,0.281,0.319,0.369,0.2,0.244,0.206,0.188,0.2,0.344,0.131,0.194,0.2,0.188,0.2
6001260509,7625,Consumption,8/8/20,No,0.494,0.569,1.056,0.175,0.081,0.075,0.069,0.1,0.069,0.069,0.075,0.081,0.069,0.069,0.075,0.075,0.069,0.063,0.088,0.169,0.338,0.1,0.113,0.081,0.113,0.269,0.788,0.325,0.275,0.263,0.313,0.231,0.269,0.344,0.344,0.469,0.863,0.913,0.394,0.425,0.35,0.306,0.356,0.281,0.219,0.331,0.319,0.325
6001260509,7625,Consumption,9/8/20,No,0.775,0.6,0.969,0.212,0.194,0.206,0.2,0.194,0.188,0.212,0.188,0.188,0.206,0.188,0.188,0.181,0.206,0.188,0.3,0.319,0.356,0.181,0.2,0.206,0.356,0.644,0.356,0.344,0.375,0.331,0.294,0.35,0.287,0.194,0.362,0.212,0.331,0.375,0.45,0.381,0.313,0.294,0.237,0.4,0.1,0.181,0.219,0.188
